bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
2,28,40.64487,-74.00893,2,1,49,1.44,1,90
1,29,40.77962,-73.95069,1,1,0,0.0,1,0
2,33,40.71411,-73.94402,1,2,13,0.41,1,188
2,23,40.69569,-73.98249,2,1,0,0.0,1,0
2,14,40.72679,-73.94838,2,2,51,1.52,1,0
1,23,40.72058,-73.99807,2,3,21,0.63,2,82
2,2,40.70342,-73.92829,2,1,15,0.45,1,0
2,26,40.66198,-73.95798,1,2,4,0.17,1,0
2,6,40.67843,-73.96385,1,5,3,0.09,3,0
1,16,40.83185,-73.94806,2,5,19,0.57,3,316
2,33,40.70976,-73.96686,2,3,0,0.0,1,0
2,33,40.7047,-73.94579,2,1,0,0.0,1,0
1,8,40.80771,-73.94112,3,1,7,0.21,1,179
1,23,40.72275,-73.99558,1,2,1,0.03,1,0
4,23,40.78573,-73.81062,2,1,0,0.0,1,365
2,23,40.68342,-73.9912,2,4,1,0.03,2,0
3,23,40.6437,-74.07944,1,1,23,0.78,3,336
1,8,40.79528,-73.94418,1,2,38,1.28,1,0
4,27,40.70703,-73.90907,2,7,5,0.15,1,188
4,23,40.71785,-73.82066,2,2,23,0.68,1,178
2,12,40.69404,-73.98067,1,10,1,0.03,1,0
1,18,40.74385,-73.97827,2,3,3,0.09,1,0
2,26,40.65714,-73.95,2,2,2,0.17,1,0
1,9,40.72173,-73.98282,1,9,4,0.13,1,0
4,23,40.70327,-73.76785,2,1,48,1.41,3,180
2,23,40.63727,-73.97718,2,2,4,0.13,1,0
2,23,40.60979,-74.01121,1,1,38,1.12,1,36
4,23,40.67627,-73.77059,2,1,3,0.12,2,179
2,23,40.68978,-73.87017,2,2,8,0.24,1,0
1,17,40.76084,-73.98936,2,5,1,0.03,1,0
1,9,40.72782,-73.9862,2,1,0,0.0,1,0
1,29,40.77799,-73.94935,2,5,9,0.29,2,118
2,1,40.68203,-73.92676,2,3,18,0.54,2,311
1,31,40.85842,-73.92928,2,1,7,0.21,1,0
3,23,40.64057,-74.0786,2,1,20,0.63,3,337
2,23,40.60803,-73.96211,2,3,15,0.45,2,211
2,1,40.69653,-73.94994,2,2,5,0.15,1,0
1,15,40.73506,-73.99203,1,2,5,0.15,1,0
1,30,40.79512,-73.9733,2,2,45,1.36,1,83
1,16,40.82088,-73.93879,2,1,0,0.0,1,0
1,23,40.76093,-73.98327,2,3,0,0.0,1,179
1,16,40.82377,-73.94981,2,4,42,1.34,1,10
1,31,40.8337,-73.9458,2,10,5,0.16,1,44
1,20,40.72195,-73.98698,1,2,15,0.48,1,17
2,2,40.68687,-73.91564,2,2,21,0.63,1,185
1,8,40.79655,-73.93848,2,3,54,1.61,2,271
1,16,40.8014,-73.95793,2,2,12,0.36,1,0
2,33,40.71145,-73.95887,2,3,9,0.27,1,0
2,23,40.68048,-73.99322,1,4,8,0.24,1,0
2,26,40.65985,-73.95725,2,2,27,0.88,1,136
2,33,40.71381,-73.93903,2,1,31,0.93,3,279
1,16,40.83014,-73.94656,2,3,49,1.51,2,203
2,33,40.71113,-73.95296,1,2,6,0.18,1,0
1,21,40.75723,-73.96313,1,2,10,0.31,1,0
2,14,40.72342,-73.94838,2,2,38,1.13,1,89
1,18,40.74089,-73.98094,1,3,20,0.61,1,0
5,23,40.90175,-73.89761,2,2,9,0.29,2,0
2,28,40.66198,-73.98964,2,2,0,0.0,1,0
1,18,40.74533,-73.9772,1,2,5,0.19,1,0
1,21,40.76382,-73.98007,1,4,0,0.0,1,124
2,23,40.63561,-73.97961,1,7,1,0.04,1,0
2,6,40.67642,-73.961,2,2,3,0.09,2,0
2,1,40.68303,-73.91238,2,1,2,0.06,1,0
5,23,40.88253,-73.86951,2,1,6,0.19,1,87
1,3,40.74853,-73.99593,2,1,18,0.55,1,0
1,21,40.7536,-73.97306,1,2,9,0.34,1,0
4,23,40.74767,-73.90721,1,2,9,0.27,1,8
1,23,40.7215,-73.99395,2,2,5,0.16,1,0
2,25,40.67431,-73.9651,2,3,3,0.09,1,0
2,23,40.66634,-73.98185,1,1,32,0.96,1,0
1,22,40.80751,-73.96619,2,2,5,0.15,2,0
1,20,40.72203,-73.98986,2,1,2,0.08,3,0
3,23,40.64055,-74.0784,2,1,60,1.84,3,336
1,20,40.72205,-73.9913,2,1,3,0.17,3,0
1,20,40.72342,-73.99108,2,1,0,0.0,3,0
2,33,40.70912,-73.94513,1,2,22,0.66,1,5
2,11,40.65228,-73.96402,2,3,1,0.03,1,0
2,33,40.71238,-73.96279,1,3,1,0.03,1,0
2,2,40.69108,-73.91531,2,5,0,0.0,1,0
1,31,40.85679,-73.932,2,2,60,1.79,1,60
2,33,40.7155,-73.95632,2,5,15,0.46,2,288
2,12,40.68725,-73.97458,1,2,4,0.12,1,0
1,13,40.73736,-73.98025,1,5,8,0.25,2,0
1,10,40.70651,-74.00656,1,2,1,0.03,1,0
4,23,40.58929,-73.79441,2,3,3,0.1,2,0
1,3,40.74738,-74.00134,1,3,3,0.09,2,0
1,16,40.82218,-73.94593,1,1,4,0.12,1,0
1,3,40.74681,-74.00006,2,7,3,0.21,2,0
2,33,40.70683,-73.94582,2,1,0,0.0,1,0
1,29,40.76952,-73.94892,1,7,12,0.39,1,32
2,2,40.70588,-73.92302,2,1,7,0.21,1,0
4,19,40.74569,-73.94684,2,4,10,0.33,1,70
2,2,40.70191,-73.92298,2,1,11,0.35,1,0
5,23,40.8722,-73.87607,2,3,22,0.76,1,342
2,33,40.70879,-73.94937,2,7,15,0.45,1,292
4,23,40.74845,-73.89665,2,1,42,1.26,1,364
1,30,40.78319,-73.97762,2,2,8,0.24,1,89
2,33,40.72049,-73.96027,1,3,7,0.21,1,54
1,16,40.81463,-73.95106,2,3,11,0.35,1,14
4,23,40.70577,-73.75932,2,3,2,0.06,1,56
2,23,40.65927,-73.97832,1,2,6,0.18,1,16
4,23,40.59065,-73.79563,1,2,20,0.61,1,76
1,3,40.74624,-74.00371,1,1,51,1.63,1,9
4,0,40.7687,-73.91975,1,4,5,0.15,1,66
1,23,40.72652,-74.00032,1,2,44,1.34,1,0
1,23,40.86906,-73.9173,2,2,7,0.23,1,155
1,29,40.7723,-73.94746,2,8,1,0.05,1,0
2,11,40.63503,-73.95127,2,3,10,0.38,3,0
2,11,40.63409,-73.95245,2,3,20,0.73,3,0
1,3,40.74101,-74.00496,1,2,7,0.21,1,0
2,2,40.70378,-73.91311,2,2,3,0.09,1,0
2,1,40.68014,-73.94048,1,3,48,1.57,1,338
1,31,40.83892,-73.94265,1,3,4,0.13,1,7
1,16,40.80887,-73.94889,2,3,3,0.09,1,0
2,11,40.64361,-73.95367,2,2,53,1.64,1,324
4,0,40.75771,-73.91385,2,3,47,1.41,2,176
2,6,40.66892,-73.96079,2,2,1,0.03,1,0
1,16,40.81668,-73.94407,2,1,3,0.09,1,0
2,23,40.61937,-74.03132,1,6,20,0.6,2,141
2,2,40.69909,-73.92279,2,3,2,0.06,1,0
1,9,40.72188,-73.9826,2,3,11,0.33,1,0
2,1,40.69205,-73.95593,1,1,5,0.17,1,0
2,1,40.6876,-73.92691,2,2,16,1.12,1,173
1,9,40.72718,-73.98238,2,4,7,0.33,1,0
1,32,40.73616,-74.00889,1,2,28,1.32,1,66
1,30,40.79858,-73.97301,2,6,4,0.15,1,0
2,23,40.66734,-73.99383,1,2,19,0.6,1,35
1,23,40.72216,-73.99571,1,2,32,1.14,3,41
1,21,40.74459,-73.99061,2,1,1,0.03,1,0
4,19,40.74629,-73.95199,2,3,56,1.71,1,50
2,33,40.7111,-73.94352,2,3,24,0.73,1,5
1,16,40.82991,-73.94848,2,2,28,0.85,1,0
2,1,40.68989,-73.95878,2,7,14,0.42,3,364
1,16,40.82415,-73.95283,2,2,0,0.0,2,89
1,30,40.80209,-73.96196,1,4,12,0.44,1,0
2,33,40.71274,-73.94521,2,1,2,0.06,1,341
2,23,40.60985,-73.95927,2,3,18,0.54,3,1
1,15,40.72962,-73.99932,2,5,18,0.56,1,0
2,23,40.69468,-73.99327,1,3,24,0.72,1,2
1,29,40.77777,-73.94914,2,7,13,0.41,3,0
2,33,40.71373,-73.94794,1,10,4,0.12,1,93
2,14,40.73363,-73.95333,2,2,3,0.12,1,2
4,0,40.76231,-73.92354,1,2,1,0.03,1,0
1,4,40.71809,-73.99655,2,3,0,0.0,1,0
4,23,40.73759,-73.86351,2,3,30,0.98,1,48
1,30,40.78152,-73.97249,1,2,18,0.55,1,0
1,8,40.79543,-73.93539,2,1,15,0.45,1,0
2,33,40.70553,-73.94267,2,2,1,0.03,1,0
2,23,40.62652,-74.0196,1,3,7,0.22,1,0
1,23,40.74698,-73.97218,2,1,23,0.91,1,363
2,26,40.65737,-73.94607,2,1,11,0.36,1,361
1,29,40.78324,-73.95149,1,5,1,0.05,1,0
4,23,40.73707,-73.92082,3,7,4,0.43,2,206
2,1,40.68998,-73.93058,1,2,61,1.83,1,0
4,23,40.76491,-73.82561,1,3,32,1.06,1,84
2,11,40.64083,-73.96436,3,1,48,1.45,1,17
2,6,40.66469,-73.95125,2,5,3,0.1,1,206
4,19,40.74965,-73.94019,2,2,4,0.16,1,0
1,16,40.82834,-73.9496,2,2,55,1.68,1,26
1,30,40.80185,-73.96807,2,3,17,0.51,1,129
5,23,40.88283,-73.89326,2,3,2,0.07,1,363
1,16,40.81674,-73.95292,3,1,23,0.81,2,0
2,6,40.67747,-73.9466,1,9,7,0.54,1,0
2,1,40.68906,-73.93675,1,3,34,1.28,1,147
2,26,40.66149,-73.94278,2,2,48,1.45,1,72
2,23,40.67668,-74.01252,1,6,0,0.0,2,0
2,33,40.71996,-73.95767,2,1,7,0.21,1,0
2,23,40.6179,-74.03282,3,1,24,0.78,1,89
4,23,40.69015,-73.8297,2,1,20,0.77,1,86
1,30,40.79284,-73.96858,1,1,0,0.0,1,0
1,16,40.82245,-73.95675,2,1,19,0.57,1,358
2,1,40.68852,-73.9499,1,5,0,0.0,1,168
2,33,40.71434,-73.96085,1,3,16,0.49,1,3
2,2,40.70435,-73.92552,2,5,19,0.62,3,0
4,19,40.74422,-73.95432,1,3,5,0.16,1,0
2,23,40.69211,-73.99092,1,2,21,0.64,1,8
2,2,40.70051,-73.93909,1,1,12,0.38,1,0
1,29,40.78057,-73.95734,1,2,13,0.4,1,0
2,25,40.67419,-73.96423,2,3,4,0.13,1,0
2,5,40.68548,-73.96288,2,4,0,0.0,2,0
1,32,40.73142,-74.01,2,3,8,0.24,2,0
2,33,40.71529,-73.94532,2,3,6,0.2,1,0
2,24,40.67633,-73.9793,2,1,45,1.36,2,77
2,2,40.70268,-73.9265,2,1,3,0.09,2,0
1,16,40.81545,-73.95806,2,1,2,0.09,1,35
1,23,40.72021,-73.99592,1,10,9,0.27,1,137
1,21,40.74828,-73.98401,2,1,4,0.12,1,365
1,20,40.71806,-73.99351,1,3,41,1.42,2,147
1,23,40.72576,-74.00381,2,5,0,0.0,1,0
1,23,40.8622,-73.93349,2,3,16,0.49,1,0
5,23,40.81072,-73.92349,1,2,26,0.85,1,260
1,29,40.77344,-73.94911,2,2,61,1.84,3,0
2,2,40.70012,-73.93775,2,3,16,0.48,2,131
1,23,40.72391,-74.00658,1,4,9,0.53,1,0
2,7,40.64335,-73.92981,2,1,0,0.0,1,157
2,1,40.68707,-73.94437,2,2,3,0.09,1,0
1,9,40.72978,-73.98584,1,5,1,0.03,1,0
1,16,40.81678,-73.93836,2,5,3,0.16,1,0
1,3,40.74244,-73.99781,1,3,41,1.24,1,1
2,33,40.71969,-73.94135,2,2,0,0.0,1,0
2,23,40.66565,-73.99172,2,1,30,0.91,1,297
1,21,40.75966,-73.96313,1,3,21,0.67,1,0
2,24,40.67148,-73.97479,1,7,43,1.36,1,241
1,20,40.71546,-73.98907,2,6,3,0.09,1,0
2,23,40.60983,-73.95887,2,2,26,0.98,3,101
1,9,40.73199,-73.98956,2,7,0,0.0,1,0
4,23,40.69426,-73.8964,1,2,36,1.11,1,0
3,23,40.56933,-74.09493,2,1,7,0.22,1,358
2,33,40.70908,-73.96146,2,2,2,0.09,2,0
2,1,40.68127,-73.92686,1,7,29,0.95,1,347
2,1,40.67764,-73.92241,2,3,5,0.15,1,145
1,4,40.7161,-73.99828,1,2,43,1.32,1,0
4,23,40.73577,-73.89981,2,1,1,0.12,3,173
2,23,40.62413,-74.03085,1,1,0,0.0,1,0
2,14,40.72214,-73.94345,2,3,20,0.66,3,0
2,5,40.69278,-73.965,1,1,13,0.41,1,0
2,1,40.68816,-73.95791,2,3,1,0.1,1,179
1,8,40.80832,-73.93889,1,3,58,2.12,1,152
2,33,40.70953,-73.96445,1,5,18,0.57,1,5
1,8,40.79324,-73.94037,2,7,1,0.03,1,0
4,23,40.71935,-73.75383,2,2,5,0.18,2,0
2,5,40.68908,-73.9678,2,2,18,0.55,1,0
1,13,40.73626,-73.98104,1,3,0,0.0,1,0
1,4,40.71807,-74.00215,1,6,1,0.03,1,0
1,21,40.74768,-73.98723,1,1,2,0.06,1,351
2,2,40.70236,-73.92232,1,5,2,0.06,1,0
2,24,40.67879,-73.97438,1,1,12,0.37,1,0
1,9,40.72275,-73.97598,1,2,27,0.82,1,63
1,21,40.76135,-73.96645,2,8,4,0.17,1,87
2,33,40.71538,-73.94712,2,2,26,0.8,1,221
2,1,40.68526,-73.94099,1,3,10,0.39,1,89
4,19,40.76112,-73.92631,1,3,43,1.35,1,105
1,29,40.7673,-73.96043,2,1,1,0.03,1,0
4,23,40.67203,-73.76711,2,1,0,0.0,2,179
2,7,40.6393,-73.9472,1,3,53,1.61,1,201
1,20,40.71214,-73.98955,2,5,10,0.3,3,20
2,33,40.70981,-73.94239,1,2,11,0.35,1,0
2,1,40.69098,-73.92622,2,2,2,0.06,1,0
2,33,40.71524,-73.96229,1,2,3,0.09,1,0
4,23,40.59055,-73.79281,2,1,5,0.16,2,158
2,1,40.68714,-73.93443,1,4,44,1.71,1,98
2,5,40.69043,-73.96736,2,2,1,0.03,2,0
2,24,40.67729,-73.98122,2,7,12,0.36,1,0
2,2,40.69636,-73.92482,1,2,19,0.62,1,0
2,23,40.61863,-73.93183,2,2,39,1.27,1,247
1,30,40.78825,-73.97231,1,5,5,0.16,1,0
2,23,40.65136,-73.9746,1,5,25,0.78,1,6
1,30,40.79985,-73.96138,1,7,7,0.22,1,99
2,2,40.69907,-73.92115,2,5,0,0.0,1,0
2,1,40.69136,-73.92803,1,2,8,0.25,1,0
1,9,40.72216,-73.97806,2,3,7,0.22,1,0
1,8,40.79931,-73.94196,1,6,3,0.16,1,0
2,26,40.65731,-73.94693,1,5,9,0.29,1,166
1,21,40.75622,-73.96768,2,1,0,0.0,1,0
1,9,40.72952,-73.98388,1,7,1,0.03,1,0
4,23,40.71245,-73.79806,2,1,16,0.5,1,0
2,26,40.6609,-73.95865,1,5,54,1.69,2,0
2,11,40.63667,-73.96705,1,4,3,1.07,1,35
2,1,40.69364,-73.93303,2,5,1,0.03,1,0
1,16,40.82364,-73.9533,2,3,0,0.0,1,0
2,14,40.72667,-73.95221,1,4,0,0.0,1,0
1,30,40.79039,-73.96789,1,4,9,0.37,1,0
2,33,40.71783,-73.94104,1,3,12,0.93,1,0
4,0,40.76625,-73.93295,2,1,12,0.37,1,0
2,33,40.71443,-73.94153,1,2,2,0.06,1,310
2,1,40.69905,-73.94451,1,2,0,0.0,1,0
4,23,40.7184,-73.86015,1,2,7,0.23,1,345
1,29,40.76754,-73.96166,1,3,55,1.75,2,1
1,17,40.75751,-73.99401,1,1,22,1.04,1,12
1,16,40.83124,-73.94501,2,2,59,1.9,1,39
2,33,40.70758,-73.94197,2,2,0,0.0,1,0
2,26,40.66082,-73.94532,1,5,48,1.64,1,0
1,23,40.7385,-73.98782,1,1,23,0.71,1,0
1,3,40.74368,-73.99825,2,1,1,0.03,1,0
4,27,40.69692,-73.90008,2,2,9,0.4,1,80
1,8,40.78941,-73.94881,2,1,8,0.25,1,0
2,33,40.70005,-73.95101,1,1,1,0.11,1,88
1,29,40.7754,-73.95236,1,2,8,0.26,1,0
4,19,40.75378,-73.93449,2,1,5,0.15,1,66
2,14,40.72474,-73.94859,2,5,3,0.09,1,0
2,6,40.67587,-73.93175,1,3,7,0.21,1,0
2,33,40.70604,-73.94307,2,3,4,0.13,1,0
1,32,40.73088,-74.00378,1,1,59,1.83,1,73
1,8,40.78982,-73.94263,1,7,0,0.0,1,0
1,9,40.72635,-73.98578,2,1,1,0.04,1,0
1,16,40.81102,-73.94712,1,4,23,0.72,1,5
2,11,40.64008,-73.96579,1,3,5,0.15,2,0
2,1,40.67718,-73.91405,1,4,9,0.29,1,0
1,21,40.74634,-73.98704,2,1,4,0.13,1,337
1,16,40.81407,-73.95092,1,3,2,0.06,1,0
1,29,40.77079,-73.95922,2,2,17,0.52,1,4
1,9,40.73281,-73.98686,1,4,12,0.37,1,3
1,23,40.71916,-74.01177,2,1,22,0.68,2,0
1,29,40.77851,-73.94985,1,2,60,1.85,1,305
1,16,40.8091,-73.94241,2,1,3,0.1,3,0
2,1,40.68012,-73.93862,2,2,2,0.07,1,0
5,23,40.89121,-73.85131,1,3,18,0.57,1,5
2,24,40.67829,-73.97891,1,1,0,0.0,1,0
2,1,40.69117,-73.95876,2,5,9,0.28,1,342
2,2,40.68992,-73.90951,2,2,20,0.62,1,0
4,23,40.7785,-73.91693,2,1,5,0.15,2,0
2,2,40.7007,-73.92359,2,3,3,0.09,1,0
2,33,40.71124,-73.96451,1,2,1,0.03,1,0
2,14,40.72831,-73.95634,1,3,2,0.11,1,0
1,10,40.70488,-74.00744,2,5,45,1.4,2,272
1,10,40.70602,-74.00891,2,4,61,1.9,2,246
2,7,40.6418,-73.93947,1,2,56,1.82,1,85
2,1,40.68887,-73.92903,1,4,20,1.81,1,14
1,8,40.78918,-73.94652,1,7,17,0.54,1,11
2,1,40.68338,-73.95075,1,5,11,0.44,1,298
2,33,40.70634,-73.95338,2,5,17,0.53,1,0
1,3,40.73975,-73.99848,1,3,2,0.06,1,0
1,20,40.72297,-73.98946,2,1,40,1.27,2,62
1,8,40.78857,-73.94952,2,3,20,0.66,1,188
1,8,40.7898,-73.94213,2,5,59,2.03,1,110
2,33,40.71365,-73.96232,2,3,12,0.38,1,188
2,28,40.65888,-74.00044,2,1,2,0.1,3,281
1,29,40.77043,-73.95557,1,3,2,0.08,1,0
2,2,40.70018,-73.93858,2,3,1,0.03,1,0
1,17,40.75764,-73.98963,2,2,0,0.0,1,0
2,33,40.70835,-73.955,2,3,4,0.13,1,0
4,23,40.67126,-73.72982,2,2,4,0.13,2,349
4,23,40.67104,-73.73006,2,2,12,0.37,2,355
1,23,40.71819,-73.99786,1,6,6,0.2,1,268
1,16,40.81736,-73.95294,2,3,49,1.5,1,46
1,20,40.7209,-73.98428,2,2,16,0.5,1,66
1,9,40.72503,-73.97851,1,10,4,0.53,1,16
2,28,40.66451,-73.99342,1,2,6,0.2,1,18
2,23,40.65237,-73.97365,1,7,1,0.05,2,210
4,23,40.77176,-73.90885,2,3,0,0.0,1,0
1,20,40.71206,-73.98824,2,5,0,0.0,1,0
2,33,40.71809,-73.95283,1,5,1,0.03,1,0
1,29,40.76395,-73.96196,1,1,3,0.1,1,0
2,33,40.71512,-73.95655,2,2,29,0.9,2,34
1,9,40.73296,-73.98884,1,2,0,0.0,1,0
2,33,40.71738,-73.94527,1,4,11,0.36,1,0
1,3,40.74124,-74.00025,1,6,1,0.03,1,0
2,24,40.67358,-73.97171,1,7,1,0.03,1,0
2,1,40.67989,-73.94298,2,2,16,0.52,1,311
2,23,40.68501,-73.98581,1,3,16,0.52,1,33
1,31,40.83837,-73.94224,2,1,2,0.06,1,0
2,1,40.68697,-73.92271,2,2,0,0.0,1,0
2,1,40.68541,-73.95224,2,1,1,1.0,1,350
1,23,40.71165,-73.9993,1,1,59,1.82,1,88
2,23,40.6378,-73.9696,2,4,7,0.22,1,0
1,9,40.72868,-73.99036,2,4,1,0.03,1,0
2,23,40.6724,-73.88839,2,3,8,0.26,2,80
2,23,40.66132,-73.98678,1,5,5,0.16,1,0
2,2,40.70165,-73.92938,2,7,0,0.0,2,89
1,9,40.72891,-73.98797,1,6,46,1.75,1,40
4,0,40.76982,-73.93501,2,4,6,0.28,1,96
1,23,40.73167,-73.98146,2,1,6,0.19,1,180
1,20,40.7208,-73.9819,2,5,1,0.05,1,157
4,27,40.70639,-73.90058,2,2,13,0.4,1,0
1,30,40.80237,-73.96601,2,7,1,0.03,1,87
2,1,40.68978,-73.95339,2,3,0,0.0,1,0
1,9,40.72025,-73.97901,2,10,14,0.49,1,7
4,23,40.75523,-73.88418,2,1,52,1.61,1,0
2,23,40.67844,-74.00028,1,7,1,0.07,3,50
1,9,40.73016,-73.98171,1,9,22,0.71,1,0
1,30,40.80096,-73.96758,2,1,0,0.0,1,0
4,23,40.74246,-73.90125,2,1,7,0.23,1,0
2,33,40.71805,-73.94088,2,4,0,0.0,1,0
1,20,40.71853,-73.98911,2,5,0,0.0,1,0
2,1,40.68631,-73.92629,2,2,0,0.0,1,0
2,26,40.65678,-73.95154,2,2,5,0.16,1,364
4,23,40.73529,-73.90219,2,4,0,0.0,3,0
4,23,40.68819,-73.86079,2,4,22,0.68,2,266
1,4,40.7152,-73.99947,1,6,39,1.31,1,351
2,23,40.67876,-73.9904,1,5,40,1.32,1,70
1,9,40.72461,-73.98172,2,2,37,1.2,1,6
2,1,40.68186,-73.92173,2,2,0,0.0,1,0
2,12,40.68718,-73.97289,1,2,2,2.0,1,15
2,23,40.67749,-74.00761,2,5,6,0.19,1,0
2,12,40.6967,-73.97477,2,1,53,2.15,1,0
4,23,40.72712,-73.8308,1,3,4,0.12,1,1
2,6,40.67034,-73.93902,1,1,9,0.3,3,0
4,27,40.70735,-73.89343,2,7,0,0.0,1,89
1,30,40.80258,-73.9676,2,2,8,0.26,1,0
1,21,40.74665,-73.98042,1,2,11,0.6,1,88
1,17,40.75968,-73.99797,1,2,4,0.13,1,0
2,33,40.70944,-73.96161,1,2,23,0.72,2,11
2,33,40.7121,-73.95892,2,2,19,0.6,1,19
2,33,40.70687,-73.9425,1,3,19,0.59,1,0
1,10,40.70959,-74.00646,1,3,2,0.06,1,0
3,23,40.62063,-74.13001,1,2,52,1.95,1,40
1,9,40.72117,-73.97839,2,6,10,0.31,2,7
1,31,40.8349,-73.94829,1,3,36,1.13,1,5
1,23,40.7487,-73.97842,2,5,0,0.0,1,0
2,33,40.7158,-73.94259,1,1,17,0.6,1,102
2,24,40.67538,-73.98117,2,2,7,0.26,1,0
4,23,40.7507,-73.85774,2,1,43,1.37,2,59
2,1,40.68434,-73.95399,1,7,1,0.03,1,0
5,23,40.88297,-73.90727,1,3,54,1.68,2,278
1,4,40.71454,-73.99271,1,7,58,1.79,1,36
2,12,40.69012,-73.97252,1,2,5,0.16,1,18
2,1,40.68562,-73.94042,1,2,34,1.11,1,180
2,1,40.68898,-73.94756,2,1,59,1.9,1,188
2,6,40.66958,-73.95081,1,5,1,0.04,1,290
1,29,40.77502,-73.95536,2,2,8,0.26,1,365
1,18,40.74411,-73.98011,3,4,0,0.0,1,0
4,23,40.71402,-73.90853,1,5,25,0.97,2,299
2,33,40.71368,-73.94236,2,5,26,0.8,3,0
1,29,40.77097,-73.94862,2,1,27,0.88,2,0
2,6,40.67638,-73.91578,2,4,13,0.41,1,364
2,2,40.696,-73.91303,2,4,17,0.66,2,307
2,2,40.69702,-73.93269,2,1,1,0.03,1,0
2,33,40.71805,-73.96416,2,1,38,1.21,1,0
1,31,40.8451,-73.94101,2,5,3,0.1,1,179
1,30,40.78146,-73.97917,1,2,16,0.52,1,16
1,13,40.73267,-73.98259,2,3,1,0.03,1,0
2,28,40.64759,-73.99812,2,2,1,0.03,1,0
4,0,40.76422,-73.92491,2,5,7,0.22,1,0
1,16,40.82514,-73.95489,2,4,41,1.31,1,98
2,23,40.65739,-73.9806,1,2,32,0.99,1,0
1,29,40.7844,-73.94856,2,2,42,1.31,2,0
1,30,40.79369,-73.96539,1,4,1,0.03,1,0
2,2,40.69092,-73.91195,2,1,4,0.12,1,0
2,1,40.68537,-73.95043,2,1,1,0.03,1,0
1,4,40.71622,-73.9912,2,5,25,0.79,2,20
4,23,40.66996,-73.8223,2,1,31,1.03,1,352
2,33,40.71497,-73.96145,2,3,0,0.0,1,0
2,23,40.68148,-73.8904,1,4,54,1.71,1,344
1,21,40.74226,-73.98344,1,2,47,1.46,1,13
2,6,40.67567,-73.93744,1,4,61,1.92,1,264
1,32,40.73278,-74.00053,1,7,12,0.38,1,0
1,8,40.79084,-73.93962,1,3,6,0.22,1,0
2,1,40.69527,-73.9365,1,3,44,1.4,1,64
1,18,40.73726,-73.97932,2,3,61,1.94,1,137
4,0,40.76785,-73.91596,2,1,19,1.5,1,172
1,21,40.74771,-73.98873,2,1,2,0.08,1,88
1,22,40.81676,-73.96069,2,3,6,0.19,2,0
1,16,40.80811,-73.94486,1,7,3,0.09,2,0
1,32,40.73845,-74.00551,1,10,8,0.27,2,0
1,23,40.86859,-73.91948,2,5,30,0.94,2,0
1,16,40.81462,-73.95248,1,3,13,0.42,2,0
5,23,40.87529,-73.8762,2,1,1,0.03,1,0
2,11,40.64569,-73.95938,2,2,0,0.0,1,0
1,23,40.76126,-73.98636,1,10,5,0.16,1,0
2,33,40.70781,-73.95324,2,2,6,0.2,1,0
2,12,40.68386,-73.96813,1,2,1,0.05,1,0
5,23,40.88546,-73.90526,2,1,0,0.0,2,64
1,3,40.74318,-74.00137,1,4,46,1.48,1,0
2,33,40.71463,-73.96474,1,2,53,1.68,1,2
2,1,40.69533,-73.95439,1,2,14,0.46,1,0
2,33,40.70852,-73.94849,2,3,7,0.32,1,37
1,16,40.80703,-73.95354,1,4,32,1.02,1,39
1,9,40.72468,-73.9783,2,3,48,1.51,3,44
1,13,40.73338,-73.98535,2,1,8,0.25,1,0
1,9,40.72692,-73.98781,2,3,8,0.25,1,76
1,16,40.82305,-73.95033,2,1,23,0.73,2,97
1,23,40.87136,-73.91723,1,2,26,0.82,1,0
2,1,40.69543,-73.94448,2,2,0,0.0,1,89
2,24,40.67574,-73.97773,1,5,48,1.52,1,0
4,23,40.72136,-73.81717,1,4,12,0.39,1,335
4,23,40.72077,-73.81485,1,4,21,0.69,1,352
1,29,40.77221,-73.94819,1,2,19,0.6,3,179
2,23,40.62846,-73.93355,2,2,0,0.0,1,0
2,11,40.63992,-73.96074,2,7,0,0.0,1,0
3,23,40.56233,-74.12673,1,2,2,0.06,1,36
1,32,40.73316,-74.00476,1,1,42,1.32,1,4
2,2,40.69505,-73.90729,2,4,4,0.12,1,0
1,18,40.74114,-73.97657,1,2,22,0.81,1,11
2,23,40.69798,-73.99344,1,7,0,0.0,1,0
2,33,40.71612,-73.95085,2,5,11,0.36,1,83
1,30,40.79402,-73.96398,1,4,3,0.1,1,0
4,23,40.74381,-73.89726,2,2,36,1.13,1,52
2,2,40.69838,-73.91965,3,1,0,0.0,1,0
2,23,40.59744,-73.96964,2,2,7,0.22,1,318
4,0,40.75669,-73.91974,1,2,21,0.89,1,0
2,1,40.68411,-73.94494,1,2,5,0.16,1,0
4,23,40.72381,-73.88688,2,3,8,0.83,1,73
1,16,40.80251,-73.95765,2,2,0,0.0,2,0
1,18,40.74182,-73.97898,1,3,9,0.28,1,0
2,33,40.70856,-73.95469,1,4,2,0.07,1,0
1,8,40.79335,-73.94527,1,1,45,1.4,1,0
1,21,40.75361,-73.97215,1,3,0,0.0,3,0
4,0,40.76248,-73.92422,2,3,0,0.0,1,0
1,29,40.76323,-73.95916,1,4,2,0.07,1,0
2,2,40.70604,-73.92232,1,3,3,0.1,1,0
