id,bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
2595,1,21,40.75362,-73.98377,1,1,45,0.38,2,355
3647,1,16,40.80902,-73.9419,2,3,0,0.0,1,365
5022,1,8,40.79851,-73.94399,1,10,9,0.1,1,0
5295,1,30,40.80316,-73.96545,1,5,53,0.43,1,6
7750,1,8,40.79685,-73.94872,1,7,0,0.0,2,249
7801,2,33,40.71842,-73.95718,1,3,9,0.07,1,0
8505,2,23,40.65599,-73.97519,2,1,19,1.37,2,85
8700,1,23,40.86754,-73.92639,2,4,0,0.0,1,0
9357,1,17,40.76715,-73.98533,1,10,58,0.49,1,75
11943,2,11,40.63702,-73.96327,2,1,0,0.0,1,365
12299,2,23,40.66278,-73.97966,1,3,15,0.39,1,345
12303,2,12,40.69673,-73.97584,2,7,25,0.23,1,311
12940,2,1,40.68111,-73.95591,1,7,61,0.52,1,265
13050,2,1,40.68554,-73.9409,1,3,11,0.1,1,0
14322,1,18,40.73961,-73.98074,1,7,19,0.22,1,257
14991,1,20,40.72004,-73.99104,2,5,19,0.17,1,301
15385,2,33,40.71185,-73.96204,2,2,42,0.38,1,263
16338,2,5,40.69,-73.96788,2,7,27,0.23,2,292
16458,2,24,40.67343,-73.98338,1,3,4,0.16,1,0
17037,1,9,40.72162,-73.98008,1,9,49,0.43,1,116
17092,1,17,40.76342,-73.98865,2,7,23,0.43,1,88
17693,1,31,40.83139,-73.94095,2,2,49,1.6,2,336
18127,1,9,40.72828,-73.98801,1,5,21,0.2,1,224
19282,2,11,40.65401,-73.96323,1,6,16,0.15,1,38
19812,2,33,40.71833,-73.95748,1,3,61,0.53,1,272
20300,1,9,40.72912,-73.98057,2,1,2,0.05,1,0
20724,2,2,40.70032,-73.9383,2,4,24,0.28,1,317
20853,2,25,40.68035,-73.97162,1,7,21,0.3,1,158
21644,1,16,40.82803,-73.94731,2,1,1,0.11,1,365
22918,1,16,40.82279,-73.95139,2,3,11,0.87,3,219
26559,1,9,40.7288,-73.98192,1,7,12,0.13,1,164
26954,1,18,40.74294,-73.98009,1,5,38,0.38,1,260
27006,1,30,40.77823,-73.97637,1,6,27,0.27,1,199
27759,1,30,40.77842,-73.97556,1,7,13,0.12,1,224
27883,1,9,40.72245,-73.98527,1,4,25,0.23,1,0
28321,2,26,40.65593,-73.96053,2,2,9,0.08,1,324
28396,2,33,40.71923,-73.96468,2,1,9,0.08,1,245
28907,1,29,40.778,-73.94822,1,5,21,0.19,1,189
30927,1,20,40.71341,-73.98856,1,3,32,0.29,1,16
31130,1,17,40.76754,-73.98399,2,2,50,0.45,3,234
31902,2,23,40.63188,-73.93248,2,2,2,0.02,1,178
32289,2,33,40.71561,-73.94835,1,3,10,0.1,1,280
32331,2,23,40.6857,-73.99183,1,2,4,0.04,1,0
32363,4,23,40.74028,-73.83168,2,2,1,0.01,1,1
32969,2,33,40.71596,-73.93938,1,3,11,0.11,1,188
33014,1,9,40.72354,-73.98295,1,3,30,0.28,1,248
36647,1,8,40.79295,-73.93997,2,2,34,0.32,1,10
36934,2,33,40.71363,-73.96398,1,6,27,0.25,1,189
40039,2,23,40.70207,-73.98571,2,3,14,0.13,1,189
40453,1,29,40.76123,-73.9642,1,3,4,0.08,1,365
41513,1,16,40.82704,-73.94907,1,3,2,0.04,1,0
43957,2,2,40.70641,-73.91765,2,2,47,0.94,1,37
45542,1,16,40.82374,-73.9373,1,2,18,1.79,1,0
45940,2,33,40.71627,-73.9587,1,4,33,0.58,1,1
46544,2,24,40.67994,-73.97863,1,5,52,0.5,1,18
46911,2,25,40.67868,-73.97307,2,3,51,0.48,3,250
47370,1,3,40.74031,-73.99999,1,3,3,0.03,1,0
47926,1,17,40.76307,-73.99665,1,1,41,0.38,1,299
51850,4,23,40.67252,-73.76597,2,2,52,0.49,2,365
53137,1,17,40.76244,-73.99271,1,5,10,1.01,1,0
53196,2,1,40.69546,-73.93503,2,2,11,0.48,1,0
54453,1,17,40.76548,-73.98474,3,6,10,0.09,1,363
55498,2,1,40.6829,-73.93549,2,2,23,0.22,1,91
55982,2,12,40.68656,-73.97525,2,3,37,0.35,1,0
57166,4,23,40.77185,-73.90502,1,2,17,0.16,1,292
57740,1,9,40.73012,-73.99053,1,3,7,0.07,1,351
58062,2,23,40.6585,-73.98397,2,2,21,0.26,1,272
58467,1,23,40.76193,-73.9501,2,7,17,0.3,1,341
59014,1,20,40.72052,-73.98589,1,3,41,0.39,1,244
59709,1,4,40.71756,-73.99503,1,4,18,0.18,2,265
60457,1,15,40.73194,-73.99474,1,5,10,0.1,1,91
60673,1,16,40.81583,-73.94707,2,2,1,0.11,1,365
60794,1,30,40.80021,-73.96071,1,4,4,0.04,1,0
61167,1,23,40.71961,-73.9954,1,2,21,0.2,1,0
63546,2,23,40.64106,-73.97426,2,1,45,0.46,2,365
63913,1,23,40.86648,-73.9263,2,7,0,0.0,2,323
64015,1,9,40.72807,-73.98594,1,3,0,0.0,1,0
65556,2,33,40.71368,-73.9626,2,3,0,0.0,1,0
65562,1,9,40.72956,-73.98158,1,7,5,0.15,1,231
65615,2,33,40.71069,-73.95175,1,10,49,0.48,1,152
65813,1,16,40.82888,-73.94307,2,3,20,0.26,1,364
65834,2,24,40.67319,-73.97323,1,2,11,0.11,1,246
66008,2,23,40.67846,-73.99443,1,3,51,0.57,1,288
66451,2,33,40.71031,-73.9583,1,2,9,0.11,1,254
68735,1,30,40.78971,-73.9729,1,11,30,0.32,1,249
68900,2,14,40.73119,-73.95578,2,3,6,0.1,1,325
69921,2,2,40.70514,-73.91922,2,5,47,0.49,1,203
70128,1,9,40.73198,-73.98881,2,3,52,0.63,1,5
71010,1,31,40.83494,-73.93869,1,3,32,0.43,2,276
71384,2,14,40.72898,-73.95552,1,1,50,0.5,1,188
72265,2,14,40.72646,-73.95341,2,3,29,0.36,1,15
74073,2,33,40.71015,-73.96101,1,4,59,0.6,1,71
74860,2,14,40.72488,-73.95018,2,2,1,0.01,1,0
77936,1,17,40.76248,-73.9913,2,3,36,0.36,1,49
78919,2,23,40.68674,-73.98876,1,4,6,0.1,1,0
82928,2,1,40.6824,-73.94615,1,3,46,1.07,1,248
83847,1,9,40.72451,-73.98094,1,2,33,0.33,1,0
84059,2,6,40.67591,-73.94715,1,5,5,0.05,1,0
94035,4,0,40.75961,-73.91117,2,1,42,1.21,2,365
95747,2,33,40.71055,-73.95098,1,7,13,0.13,1,0
95883,2,1,40.69465,-73.95458,1,5,4,0.07,1,9
96471,2,5,40.68413,-73.96542,2,4,11,0.11,3,365
98330,1,18,40.73877,-73.97707,1,4,1,0.01,3,181
101053,2,33,40.71125,-73.95613,2,3,31,0.31,1,0
107895,1,30,40.77944,-73.98567,1,5,49,0.56,1,201
112100,2,6,40.67539,-73.96093,1,7,3,0.03,1,157
112304,1,16,40.8054,-73.95189,2,1,1,0.02,1,0
112359,1,29,40.78491,-73.9508,1,2,56,0.57,1,312
114229,1,20,40.71895,-73.99434,1,1,52,0.6,3,361
114969,1,21,40.75579,-73.96699,1,6,39,0.4,1,0
115748,4,0,40.76434,-73.92132,1,4,30,0.32,1,363
118430,1,3,40.74412,-74.00208,2,2,35,0.36,1,20
118680,1,9,40.73067,-73.98702,2,2,0,0.0,1,0
120362,2,33,40.70665,-73.94061,1,4,50,0.51,1,331
121687,2,33,40.72063,-73.95952,1,2,29,0.31,1,36
121861,2,24,40.67644,-73.98082,1,2,23,0.23,2,7
125163,2,1,40.68569,-73.93038,2,2,38,0.54,2,307
126816,1,30,40.79918,-73.96607,2,1,3,0.03,1,0
132516,4,23,40.70925,-73.85262,1,3,28,1.21,3,209
132570,1,32,40.73215,-74.00922,1,4,24,0.25,1,0
132695,2,33,40.71109,-73.94332,1,2,15,0.15,1,0
134934,2,33,40.71823,-73.95849,1,10,22,0.38,1,52
135706,1,3,40.74488,-74.001,1,4,10,0.1,1,0
136493,2,24,40.67632,-73.97616,1,7,18,0.21,1,18
138216,2,14,40.72212,-73.94254,1,5,8,0.21,1,9
142069,1,9,40.72485,-73.97813,1,4,22,0.23,1,0
144087,1,16,40.80473,-73.9532,1,8,17,0.17,1,343
144148,1,9,40.72217,-73.98419,2,1,34,0.58,1,0
145064,2,33,40.71943,-73.9565,1,7,8,0.08,1,0
145188,1,3,40.74249,-74.00329,1,4,0,0.0,1,0
145994,1,30,40.79264,-73.97294,1,5,2,0.08,1,0
146754,2,23,40.65749,-73.97675,1,4,52,0.72,1,188
148201,1,15,40.72831,-74.00177,1,3,18,0.19,1,0
149287,1,29,40.78508,-73.95332,1,4,0,0.0,1,0
150804,1,20,40.72008,-73.98404,1,4,19,0.2,1,0
152071,2,24,40.67359,-73.97904,1,2,0,0.0,1,8
152078,1,9,40.72674,-73.9782,2,7,25,0.3,1,359
154934,1,16,40.82426,-73.9463,2,3,38,0.42,3,365
158290,2,5,40.68288,-73.96024,2,3,43,0.44,2,365
158913,2,14,40.72489,-73.95494,1,5,4,0.05,1,0
159815,2,1,40.6798,-73.93908,2,1,39,0.41,3,218
159913,1,3,40.74346,-73.99882,2,2,37,1.79,1,0
160609,1,30,40.77724,-73.98109,1,3,10,0.12,1,0
161394,2,33,40.71309,-73.94128,2,6,3,0.03,1,0
162508,2,6,40.67212,-73.9506,1,2,29,0.35,1,119
163809,1,16,40.80523,-73.95139,1,5,42,0.44,2,234
164989,1,23,40.72351,-73.99683,2,2,54,0.56,1,221
165461,1,22,40.80525,-73.95916,2,5,57,0.59,2,201
166541,1,31,40.84468,-73.94303,2,2,34,0.35,1,222
167013,1,3,40.74342,-73.99483,1,9,3,0.04,2,76
167017,2,24,40.67853,-73.98089,1,5,2,0.03,1,0
168546,1,8,40.80113,-73.94503,1,2,11,0.12,2,68
169002,1,16,40.82411,-73.94934,2,2,41,0.43,2,59
169483,2,23,40.60452,-73.97103,1,7,0,0.0,2,0
170420,1,8,40.7932,-73.94007,1,2,15,0.16,1,0
170761,2,12,40.68768,-73.97611,2,2,35,0.55,2,161
171776,1,16,40.80224,-73.94558,2,2,17,0.18,2,88
172700,1,20,40.71473,-73.98842,2,3,3,0.04,2,337
172870,1,16,40.80518,-73.95359,2,5,43,0.47,2,247
174527,2,2,40.69055,-73.92357,1,2,11,0.46,1,0
176135,2,6,40.67505,-73.95969,1,3,31,0.32,1,193
176653,1,9,40.72974,-73.98201,2,4,49,0.51,2,43
176962,2,33,40.70925,-73.95425,1,4,23,0.24,1,25
179741,1,23,40.72133,-73.99666,1,1,6,0.06,3,115
187986,1,3,40.73862,-73.99758,1,1,2,0.02,1,0
189181,1,3,40.74695,-74.00454,2,4,1,0.02,1,365
190267,1,29,40.76684,-73.95944,1,7,39,0.41,1,44
190542,2,1,40.68967,-73.95445,1,3,42,0.44,1,355
190968,2,25,40.67946,-73.96501,1,3,33,0.35,1,156
193853,1,3,40.74033,-74.00024,1,6,23,0.27,2,0
194154,1,30,40.7969,-73.96128,2,6,35,0.37,1,180
195578,2,33,40.70275,-73.94501,2,1,46,0.97,1,59
196010,2,24,40.67595,-73.98053,1,5,15,0.16,1,0
199195,1,16,40.82922,-73.94174,2,3,50,0.65,2,38
200645,1,29,40.76739,-73.9557,3,1,0,0.0,1,0
203901,1,29,40.7694,-73.9572,1,1,8,0.08,1,0
204833,2,33,40.7093,-73.9497,2,6,8,0.09,1,249
205735,2,2,40.68364,-73.91076,2,2,55,0.59,1,286
206316,2,12,40.68765,-73.97073,1,2,4,0.18,1,0
208148,2,33,40.71973,-73.95582,1,3,14,0.15,1,0
208889,2,1,40.69025,-73.93323,1,3,30,0.32,3,11
211974,1,9,40.72956,-73.97903,1,1,60,0.65,1,0
212544,2,23,40.67688,-73.9859,1,7,9,0.1,1,0
213272,2,2,40.70051,-73.92204,2,1,1,0.37,1,5
214917,3,23,40.60742,-74.14388,2,2,2,0.05,1,158
215907,1,30,40.79816,-73.9619,1,2,45,0.47,3,31
218358,1,16,40.8078,-73.95208,2,7,19,0.35,1,285
219066,2,23,40.61922,-73.99399,1,1,24,0.26,1,183
219482,2,5,40.68275,-73.96148,1,4,8,0.09,2,189
219793,1,20,40.71813,-73.98416,1,1,29,0.31,2,162
219818,1,20,40.71892,-73.98401,1,1,14,0.15,2,158
219922,1,16,40.816,-73.95545,2,1,33,0.38,1,84
220563,2,1,40.68634,-73.95088,2,3,59,0.62,3,0
221043,1,23,40.72956,-73.99287,2,2,0,0.0,1,0
222304,1,3,40.74233,-73.99865,1,4,32,0.34,1,28
223930,2,25,40.67424,-73.96665,1,5,24,0.25,1,363
224004,1,16,40.80486,-73.95298,2,1,59,0.63,2,86
224510,2,23,40.68653,-73.98562,1,4,18,0.21,1,0
225297,1,21,40.74267,-73.98569,1,4,3,0.03,1,0
228496,1,32,40.73507,-74.00048,1,3,13,0.15,1,83
228979,1,17,40.76189,-73.99,2,2,52,0.55,1,303
229874,2,28,40.66293,-73.99833,1,5,1,0.01,1,0
230321,2,1,40.69046,-73.95167,1,2,35,0.4,1,36
231414,1,23,40.72599,-74.00168,2,5,1,0.01,1,210
233638,4,27,40.70163,-73.90867,2,1,19,0.25,1,311
233662,1,21,40.75575,-73.96842,2,2,61,0.65,1,264
235552,2,23,40.66414,-73.98574,1,1,40,0.44,1,0
236806,1,9,40.72264,-73.9837,1,4,0,0.0,1,0
239055,1,4,40.71892,-73.99628,1,7,2,0.03,1,0
239766,1,20,40.71693,-73.98948,1,5,8,0.11,1,0
241159,2,1,40.69221,-73.95866,1,6,8,0.33,1,4
241862,1,32,40.72969,-74.00635,1,2,37,0.39,1,257
242643,2,33,40.70832,-73.94157,1,1,24,0.29,1,0
243229,2,1,40.68016,-73.94878,1,3,5,0.05,1,365
245607,1,3,40.75127,-73.99637,1,5,34,0.39,1,302
246134,2,6,40.67607,-73.94421,2,3,5,0.05,1,281
246351,1,13,40.73834,-73.9823,1,1,5,0.06,1,0
246916,4,23,40.7347,-73.88066,1,4,60,0.64,2,297
249414,1,32,40.73291,-74.00059,1,4,6,0.16,1,0
250311,2,6,40.67495,-73.95563,2,3,0,0.0,1,0
250323,1,4,40.71582,-73.99902,1,1,49,0.58,1,0
250536,1,16,40.81068,-73.94288,2,1,11,0.12,2,365
252607,1,8,40.79493,-73.94462,1,3,49,0.53,2,0
253548,2,23,40.58147,-73.96726,2,1,2,0.04,1,303
253590,1,30,40.79771,-73.96323,1,2,16,0.23,1,261
254131,4,23,40.74965,-73.89344,2,5,56,0.66,3,365
254409,2,5,40.68197,-73.96549,1,1,2,0.03,1,0
258686,4,23,40.70554,-73.76637,2,4,20,0.23,1,0
258688,1,32,40.74031,-74.00532,1,4,46,0.5,1,20
260451,2,12,40.69142,-73.97203,1,7,4,0.05,2,0
261194,2,1,40.68338,-73.95289,1,3,18,0.25,1,1
261259,1,32,40.72953,-74.00462,1,7,11,0.12,1,0
261344,1,10,40.70523,-74.01345,2,7,51,0.55,1,307
261674,1,3,40.74025,-74.00161,2,5,20,0.33,1,0
262405,2,7,40.64468,-73.94219,1,4,54,0.62,1,27
262478,1,20,40.7193,-73.98966,2,5,10,0.46,1,348
263232,1,16,40.82151,-73.94516,1,1,1,0.18,1,5
265036,2,6,40.6711,-73.95231,2,2,20,0.59,1,98
265145,1,23,40.76217,-73.98411,1,5,8,0.09,1,0
265831,1,23,40.72313,-73.99438,1,5,5,0.09,1,89
265912,2,33,40.7177,-73.95576,1,4,0,0.0,1,354
266437,1,3,40.74139,-74.0005,1,4,0,0.0,1,0
267435,4,23,40.73349,-73.86009,2,1,38,0.85,1,0
267535,5,23,40.89557,-73.8447,2,2,15,0.17,1,337
267652,2,23,40.64277,-73.97296,2,2,20,0.42,1,347
267708,1,8,40.79111,-73.94466,2,3,25,0.96,2,127
268392,1,16,40.79951,-73.95257,1,2,35,0.42,1,41
269283,2,6,40.66431,-73.93216,2,3,26,0.33,1,158
270315,2,1,40.68812,-73.93254,2,10,16,0.19,3,216
270345,1,9,40.72454,-73.99151,1,3,24,0.26,1,16
270680,2,33,40.71073,-73.96207,2,1,30,0.33,2,365
270681,2,33,40.71028,-73.96128,2,2,5,0.06,2,365
271128,2,1,40.68884,-73.95059,2,5,9,0.19,2,33
271130,2,1,40.6865,-73.95372,2,5,45,0.52,2,0
271950,1,29,40.76373,-73.96897,1,3,5,0.08,1,27
272044,1,9,40.72257,-73.98465,1,3,49,0.53,1,365
272427,2,14,40.72723,-73.95728,2,4,6,0.07,1,303
272706,2,12,40.69135,-73.97321,1,5,7,0.08,1,0
272738,2,33,40.70513,-73.95505,2,2,35,0.38,2,161
273256,1,8,40.79793,-73.93612,2,6,0,0.0,1,0
274062,1,16,40.80285,-73.95166,2,2,54,0.88,1,50
274376,2,5,40.68156,-73.96537,1,5,6,0.13,1,317
277207,2,14,40.72868,-73.95835,2,7,15,0.25,3,365
277883,2,26,40.65689,-73.9533,1,6,58,0.63,1,0
278145,4,0,40.77117,-73.91905,2,5,3,0.03,1,0
278876,2,6,40.66984,-73.95141,2,1,1,0.04,1,0
279093,1,16,40.82977,-73.94071,1,3,2,0.06,1,365
280315,2,6,40.67392,-73.94662,1,5,26,0.28,1,0
281756,2,14,40.73321,-73.95587,1,5,14,0.16,1,0
282514,2,1,40.68106,-73.9292,2,3,29,1.57,1,118
283072,2,23,40.67889,-73.86404,2,7,0,0.0,1,0
283090,1,9,40.7241,-73.97899,1,7,24,0.26,2,125
283184,2,33,40.70766,-73.95191,1,7,0,0.0,2,354
283550,1,17,40.76001,-73.99133,1,3,10,0.23,1,0
284208,2,23,40.66441,-73.97974,2,4,36,0.47,2,80
285442,1,9,40.73119,-73.98819,2,6,1,0.01,1,0
287397,2,1,40.68991,-73.93179,1,3,21,0.23,3,43
287417,2,1,40.68174,-73.91921,1,2,40,0.68,1,0
287839,2,12,40.69018,-73.98107,1,3,35,0.4,1,289
289020,1,9,40.72948,-73.98694,1,8,15,0.19,1,0
289037,2,23,40.68353,-73.9914,1,2,13,0.18,1,0
289703,1,23,40.7253,-73.99916,1,5,8,0.11,1,0
289958,4,19,40.75295,-73.93228,2,2,5,0.06,1,362
289995,2,14,40.71947,-73.95252,1,4,46,0.52,1,121
291524,1,30,40.77338,-73.98887,1,7,14,0.16,1,205
291714,2,6,40.67385,-73.94405,1,5,37,0.45,1,310
291812,4,0,40.76856,-73.91828,1,5,1,0.03,1,0
292121,1,17,40.7625,-73.9869,1,3,4,0.07,1,200
292637,2,6,40.67335,-73.96,1,5,0,0.0,1,0
293004,1,16,40.80497,-73.95146,1,1,0,0.0,1,0
293837,2,33,40.70736,-73.94331,1,4,54,0.66,2,12
294239,4,0,40.76444,-73.92607,1,3,7,0.08,1,0
294297,2,33,40.711,-73.96225,1,3,11,0.16,1,0
294717,2,33,40.71095,-73.95239,2,3,17,0.19,1,0
295231,2,33,40.70918,-73.94881,2,7,1,0.02,2,0
295998,1,30,40.7909,-73.96762,1,3,36,0.47,1,29
296658,2,6,40.66469,-73.96091,2,5,2,0.09,1,0
296717,2,1,40.68855,-73.95405,2,5,18,0.2,3,0
296844,2,33,40.71653,-73.95554,2,3,24,0.28,3,0
297611,2,12,40.69309,-73.97074,2,3,1,0.07,1,0
297962,2,33,40.70638,-73.96627,2,1,2,0.05,1,363
298854,2,33,40.71635,-73.94609,2,3,0,0.0,1,358
299062,1,29,40.77272,-73.95307,2,3,0,0.0,2,0
299699,2,14,40.72582,-73.95843,1,4,9,0.1,1,188
301034,1,16,40.80637,-73.95433,2,2,44,0.49,1,260
302758,1,8,40.7968,-73.93611,1,7,12,0.14,1,0
303345,1,8,40.79596,-73.94463,1,3,51,0.57,1,311
303462,1,30,40.78012,-73.98439,1,1,0,0.0,1,146
304799,1,30,40.77508,-73.9799,1,2,11,0.13,1,2
306702,2,12,40.68786,-73.97421,2,3,16,0.18,1,0
309342,1,30,40.79044,-73.97513,2,3,14,0.22,1,365
310272,3,23,40.62318,-74.07848,2,1,50,0.56,1,352
310325,1,16,40.82286,-73.94596,2,3,33,0.39,3,301
310338,1,16,40.82451,-73.94457,2,3,30,0.35,3,322
310524,2,1,40.69348,-73.95927,2,3,13,0.15,1,298
311003,2,6,40.67679,-73.95639,1,4,1,0.01,1,342
312429,2,25,40.67339,-73.96519,2,2,61,0.86,1,90
316238,2,1,40.69213,-73.951,1,2,39,0.47,2,293
318021,1,16,40.80343,-73.9531,2,3,47,0.57,1,248
318187,2,2,40.70462,-73.9228,1,2,42,0.48,1,238
320877,2,33,40.71279,-73.95852,1,4,26,0.73,1,0
321014,1,13,40.73294,-73.98282,1,5,18,0.21,1,0
321136,1,31,40.83456,-73.9457,1,3,18,0.21,1,31
324800,2,33,40.71368,-73.94478,1,3,25,0.29,1,0
326832,1,29,40.77471,-73.95574,1,2,32,0.47,1,7
327521,1,9,40.725,-73.98851,1,5,1,0.02,1,0
327778,1,18,40.74016,-73.97665,1,3,12,0.14,1,271
328040,1,21,40.75023,-73.98293,1,10,19,0.27,1,101
328744,2,6,40.66604,-73.95914,1,3,12,0.13,1,343
329385,1,23,40.86658,-73.92558,2,7,46,0.62,2,310
333189,2,33,40.71179,-73.96449,2,4,42,0.47,2,52
334781,1,16,40.82772,-73.93877,2,1,15,0.21,1,329
341982,1,30,40.77577,-73.98258,1,2,36,0.45,1,0
342027,1,29,40.77631,-73.95289,1,1,16,0.19,2,351
343971,1,16,40.83177,-73.95,2,1,56,0.64,1,365
344019,1,32,40.73104,-74.00879,2,1,7,0.08,1,129
346248,1,15,40.72886,-74.00013,2,3,7,0.09,1,0
346805,1,20,40.71868,-73.99017,1,1,53,0.6,1,0
349841,2,33,40.71682,-73.96369,2,5,0,0.0,1,0
351530,2,24,40.67188,-73.97533,1,5,6,0.08,1,31
352651,2,26,40.65846,-73.95057,2,5,11,0.13,3,365
354095,1,9,40.72986,-73.97913,1,6,41,0.47,1,36
355106,2,26,40.66039,-73.95937,2,7,34,0.39,1,332
356230,2,6,40.66898,-73.9571,1,3,34,0.39,1,0
357509,1,21,40.75407,-73.96713,1,7,27,0.31,1,192
359982,2,33,40.70712,-73.94013,2,4,30,0.34,1,139
364785,2,24,40.67962,-73.97655,2,2,30,0.74,1,0
367042,2,6,40.66847,-73.94875,1,5,1,0.02,1,0
367810,2,14,40.7376,-73.95678,2,5,3,0.09,1,242
371138,2,14,40.72488,-73.94013,1,2,5,0.1,1,0
377217,1,30,40.78161,-73.97898,1,3,22,0.25,1,0
378460,1,17,40.75643,-73.99046,1,7,13,0.15,1,327
380416,2,24,40.67407,-73.98111,1,4,23,0.67,2,262
382523,1,16,40.80491,-73.94866,2,3,10,0.12,3,359
382524,1,16,40.80334,-73.94805,2,3,14,0.16,3,348
385190,1,23,40.87039,-73.91611,2,1,20,0.28,1,0
385657,2,33,40.704,-73.93285,2,5,2,0.02,1,0
385824,5,23,40.87991,-73.91673,1,2,47,1.22,1,318
386555,3,23,40.62766,-74.07988,2,2,6,0.19,1,363
387666,1,31,40.83434,-73.94027,2,3,4,0.41,1,335
389482,4,23,40.71151,-73.81561,2,1,59,0.69,2,0
391948,4,23,40.68581,-73.84642,3,1,8,0.11,2,364
393094,1,10,40.70621,-74.01525,1,4,27,0.31,1,169
393682,1,23,40.72172,-73.99689,2,5,61,0.7,1,188
394026,2,14,40.72049,-73.95221,2,2,2,0.02,2,89
394111,4,23,40.71068,-73.81577,2,1,16,0.18,2,189
396636,1,16,40.83091,-73.94223,1,5,38,0.44,1,253
397034,1,30,40.7824,-73.98294,2,1,25,0.28,1,311
397420,1,16,40.82703,-73.94311,2,3,6,0.07,1,363
398281,1,29,40.78521,-73.95489,1,7,30,0.34,1,224
398283,2,23,40.66106,-73.98316,1,3,17,0.46,1,5
401836,1,29,40.76494,-73.95804,1,4,19,0.22,1,84
402037,1,16,40.80192,-73.95827,2,1,0,0.0,1,365
403668,1,9,40.72812,-73.97966,1,2,16,0.18,1,0
405025,4,19,40.75453,-73.93377,1,2,59,0.94,1,335
406992,2,33,40.71121,-73.94669,1,3,7,0.08,1,270
408491,1,15,40.73448,-73.99797,1,5,0,0.0,1,0
409666,2,23,40.5781,-73.95455,1,2,8,0.1,1,2
412180,2,1,40.69321,-73.9442,1,5,9,0.1,1,0
413775,1,21,40.75816,-73.96457,1,2,16,0.24,1,167
413876,1,10,40.70537,-74.00992,1,1,36,0.57,1,365
416557,2,14,40.72212,-73.94389,1,6,39,0.47,2,258
418291,1,9,40.72978,-73.9793,2,3,28,0.33,1,364
419792,1,20,40.71804,-73.98565,1,7,4,0.22,1,0
424889,1,32,40.73041,-74.00498,1,7,5,0.09,1,0
425784,2,23,40.70279,-73.98284,1,4,8,0.09,1,0
430427,1,31,40.83559,-73.94095,2,2,13,0.15,1,0
430665,1,30,40.79234,-73.96482,1,1,8,0.09,1,0
431865,1,31,40.83451,-73.93885,1,3,50,0.87,2,277
433218,2,25,40.67763,-73.97185,1,4,41,0.47,1,10
433914,2,23,40.65408,-73.87883,1,4,40,0.46,1,273
435774,1,10,40.70633,-74.00974,1,4,33,0.39,1,0
435776,1,29,40.77548,-73.95183,2,5,2,0.09,1,365
436510,2,33,40.7108,-73.96226,1,3,16,0.19,1,291
436824,1,16,40.82726,-73.9444,2,1,17,0.31,2,289
436916,1,16,40.82669,-73.94281,2,2,7,0.08,1,0
442649,1,3,40.74572,-73.99965,1,9,10,0.11,1,0
444171,2,1,40.68813,-73.92817,1,7,7,0.1,2,303
444430,5,23,40.81128,-73.92399,2,1,23,0.27,1,333
446367,1,30,40.77593,-73.97699,1,4,22,0.27,1,239
447766,1,18,40.73903,-73.97975,2,1,1,0.02,1,6
447840,2,33,40.71164,-73.965,1,2,5,0.06,3,0
448048,4,23,40.75193,-73.87873,2,5,30,0.37,3,180
448049,4,23,40.74906,-73.89377,2,7,55,0.64,3,318
450578,2,28,40.6397,-74.0162,2,7,28,0.32,2,333
450905,2,24,40.67267,-73.98348,2,2,0,0.0,1,0
452068,2,23,40.64205,-73.97173,1,1,3,0.06,1,0
453161,2,14,40.72183,-73.94908,1,2,7,0.09,1,0
453255,1,20,40.71986,-73.9869,1,4,13,0.15,1,195
454334,1,16,40.81669,-73.94267,2,1,3,0.03,1,0
456110,1,3,40.7476,-73.99698,1,4,23,0.27,1,0
456457,1,32,40.73204,-74.00189,1,3,7,0.08,1,0
456526,1,16,40.81713,-73.94217,2,3,36,1.76,1,47
458377,2,33,40.70147,-73.94378,1,3,12,0.15,1,319
459066,1,29,40.76719,-73.95303,1,2,23,0.27,1,0
460036,1,18,40.74134,-73.98113,1,2,47,0.55,1,177
460999,1,16,40.8162,-73.94747,1,8,8,0.11,1,0
461050,2,33,40.71613,-73.95837,1,3,17,0.2,1,67
462454,1,20,40.71746,-73.98782,2,5,4,0.06,1,0
464231,2,1,40.68905,-73.9541,2,7,2,0.02,3,0
465277,2,6,40.67615,-73.95441,1,2,35,0.54,3,0
467569,1,20,40.72106,-73.98384,1,3,31,0.41,1,28
470498,1,23,40.71012,-74.01504,2,2,8,0.13,1,0
471914,2,26,40.65955,-73.96066,2,4,12,0.16,1,330
472052,1,30,40.77137,-73.98943,1,5,13,0.15,1,0
472376,2,25,40.67796,-73.96458,1,2,10,0.17,1,0
473777,2,33,40.71285,-73.94383,1,5,10,0.12,1,0
474283,1,17,40.76487,-73.98471,1,7,0,0.0,1,0
475216,2,28,40.66387,-73.99077,1,2,17,0.2,1,0
476899,1,9,40.72693,-73.98521,1,6,17,0.2,1,0
478053,1,23,40.71137,-73.99403,2,4,48,0.56,1,96
478832,2,23,40.67579,-73.99968,1,6,2,0.03,1,0
479285,4,23,40.74679,-73.91853,2,3,1,0.01,1,330
484312,2,23,40.65854,-73.98384,1,2,24,0.39,1,23
486350,2,33,40.70821,-73.95352,1,7,13,0.15,2,0
