id,bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
9886735,2,6,40.66555,-73.95613,2,2,0,0.0,1,0
9887681,2,33,40.71821,-73.94116,2,2,0,0.0,2,121
9888174,2,11,40.65234,-73.95329,1,1,1,0.02,1,0
9894602,4,0,40.75764,-73.92283,2,1,2,0.05,2,0
9894741,1,16,40.83021,-73.94765,2,2,0,0.0,1,0
9894820,1,29,40.7692,-73.96754,1,1,1,0.02,1,0
9897418,1,16,40.81437,-73.93833,1,7,0,0.0,1,0
9898409,2,1,40.68496,-73.94758,1,1,0,0.0,1,0
9898894,1,29,40.7687,-73.9556,1,3,0,0.0,1,0
9899499,2,14,40.72522,-73.94022,2,1,1,0.02,1,0
9899970,1,23,40.72051,-73.99513,1,2,29,0.68,1,176
9900100,2,7,40.6458,-73.92384,2,7,9,0.39,3,326
9900120,1,16,40.8185,-73.9442,2,4,1,0.02,1,0
9900224,1,30,40.77578,-73.97794,2,2,16,0.47,1,0
9901423,2,7,40.64604,-73.92511,2,3,19,0.47,3,272
9901546,2,25,40.67946,-73.96494,1,2,7,0.19,1,0
9901614,1,10,40.70844,-74.0124,1,3,1,0.02,1,0
9901706,1,30,40.77789,-73.97701,1,1,0,0.0,1,0
9902123,1,30,40.78366,-73.97899,1,2,5,0.12,1,0
9902263,1,30,40.8004,-73.96849,1,9,0,0.0,1,0
9902314,2,14,40.73739,-73.95568,2,1,2,0.05,1,0
9902343,2,33,40.71374,-73.96336,2,2,0,0.0,1,0
9903132,1,4,40.71844,-74.00228,1,3,16,0.37,1,0
9904386,1,9,40.72626,-73.97822,2,1,4,0.09,1,0
9904570,1,21,40.75342,-73.98729,1,4,3,0.07,1,0
9905142,1,9,40.73036,-73.98673,1,7,20,0.47,1,13
9905474,1,16,40.8235,-73.95139,1,2,0,0.0,1,0
9906178,1,15,40.73007,-74.00193,1,2,2,0.05,1,0
9906415,1,17,40.76109,-73.99417,1,2,1,0.03,1,0
9906768,1,15,40.72791,-73.99997,2,1,3,0.07,3,0
9907257,1,20,40.71759,-73.9842,1,1,1,0.02,1,0
9908067,2,5,40.68336,-73.96122,2,1,0,0.0,1,0
9908400,1,9,40.72738,-73.98076,1,3,0,0.0,1,0
9910133,1,21,40.7415,-73.98354,1,7,1,0.02,1,0
9911887,2,33,40.71432,-73.94615,1,2,25,0.65,1,5
9915508,2,12,40.69283,-73.98061,2,2,6,0.14,1,0
9916371,2,1,40.68538,-73.94138,1,3,3,0.08,2,0
9917384,2,23,40.66896,-73.9918,1,2,12,0.56,1,0
9918963,2,12,40.68974,-73.97316,1,2,20,0.49,1,0
9919518,2,26,40.65433,-73.96117,2,3,0,0.0,2,0
9919728,4,23,40.71578,-73.87713,1,7,5,0.13,2,363
9920191,2,33,40.71569,-73.93735,1,7,0,0.0,1,0
9920607,1,15,40.73383,-73.99899,1,2,0,0.0,1,0
9920626,1,4,40.71401,-73.99063,1,1,0,0.0,1,0
9921366,2,1,40.6809,-73.94537,1,1,0,0.0,1,0
9921802,2,1,40.68125,-73.94044,2,3,8,0.58,1,296
9922513,1,17,40.76684,-73.98766,2,1,1,0.02,1,0
9922753,2,23,40.66249,-73.97921,2,1,1,0.02,1,0
9923319,2,11,40.65353,-73.95528,2,1,0,0.0,1,0
9923485,2,33,40.7138,-73.94581,1,1,1,0.02,2,27
9923887,2,33,40.70293,-73.94279,2,7,26,0.63,2,0
9924665,2,14,40.73036,-73.95453,2,1,3,0.07,2,0
9925100,1,23,40.73926,-73.98758,1,1,1,0.02,1,0
9925373,2,33,40.70728,-73.94144,2,1,0,0.0,1,0
9925760,1,20,40.7202,-73.98284,2,1,1,0.02,1,0
9926058,2,2,40.7049,-73.92,2,1,1,0.02,1,0
9926377,1,15,40.7274,-73.99991,1,3,0,0.0,1,0
9926520,2,23,40.644,-73.98091,1,7,3,0.14,1,0
9926599,1,23,40.74807,-73.98091,2,1,0,0.0,1,0
9926792,1,17,40.75578,-73.99523,2,2,26,0.6,1,30
9926917,2,6,40.67621,-73.94913,2,1,4,0.12,1,342
9926940,2,2,40.69924,-73.92392,2,2,1,0.02,1,0
9927400,2,33,40.71147,-73.96745,2,1,1,0.02,1,0
9927666,2,33,40.71896,-73.9592,1,3,6,0.15,2,0
9928024,2,1,40.68389,-73.92659,2,1,0,0.0,1,0
9933667,2,26,40.65986,-73.96163,1,1,15,0.35,1,0
9934510,2,1,40.6894,-73.9518,2,2,0,0.0,1,0
9934696,2,33,40.71269,-73.94979,1,2,16,0.37,1,364
9935509,1,20,40.72143,-73.98434,2,5,5,0.12,2,0
9935888,2,23,40.67264,-73.98802,1,2,45,1.05,1,58
9935894,1,8,40.78929,-73.94178,3,1,4,0.09,1,0
9935949,2,5,40.69353,-73.96784,2,1,2,0.05,1,0
9936109,1,22,40.81218,-73.96112,1,3,1,0.03,1,0
9936805,2,23,40.66495,-73.98989,1,3,0,0.0,1,0
9937307,2,1,40.68608,-73.92987,2,6,8,0.19,1,0
9937434,1,30,40.78048,-73.98211,1,1,11,0.26,1,0
9938594,2,2,40.69525,-73.90848,2,1,0,0.0,1,0
9938746,2,33,40.70926,-73.95037,2,2,0,0.0,1,0
9940253,1,23,40.76046,-73.95125,2,2,3,0.07,1,0
9940337,2,23,40.66086,-73.98421,1,2,21,0.82,1,11
9940966,1,3,40.74676,-73.99562,1,4,52,1.25,1,1
9943111,1,23,40.86615,-73.92332,2,1,0,0.0,1,0
9943258,1,30,40.78148,-73.97869,1,4,0,0.0,1,0
9943427,4,23,40.74024,-73.92428,2,1,0,0.0,1,0
9943876,2,33,40.71817,-73.95635,1,2,3,0.08,1,0
9944013,1,4,40.71521,-73.99606,2,1,1,0.02,1,0
9944320,4,23,40.68247,-73.84368,3,10,0,0.0,1,0
9944415,2,1,40.69345,-73.93304,1,7,2,0.05,1,0
9944710,1,17,40.76322,-73.99354,2,2,0,0.0,1,0
9945127,2,23,40.69261,-73.99252,1,2,2,0.05,1,0
9945515,2,33,40.70896,-73.94129,2,1,30,0.7,3,10
9950923,1,15,40.72778,-73.99899,2,2,0,0.0,1,0
9952636,2,1,40.69233,-73.94204,2,1,25,0.58,3,141
9953403,2,6,40.67565,-73.91582,3,1,2,0.19,1,318
9953443,1,20,40.71607,-73.98439,1,2,0,0.0,1,0
9953924,1,18,40.74238,-73.97652,1,2,1,0.02,1,0
9954585,2,33,40.71104,-73.96287,1,5,3,0.07,1,0
9955886,1,8,40.79111,-73.94077,2,3,1,0.03,1,0
9956933,1,29,40.78614,-73.95541,2,10,0,0.0,1,0
9957205,2,33,40.71748,-73.95685,2,6,5,0.13,1,0
9957535,4,23,40.70249,-73.83251,2,2,10,0.23,1,0
9958442,1,18,40.7439,-73.97974,1,10,0,0.0,1,0
9959328,4,0,40.77168,-73.9222,1,1,0,0.0,1,0
9959880,1,22,40.81508,-73.95935,2,1,1,0.03,1,0
9960135,1,16,40.82042,-73.95256,2,2,5,0.14,2,0
9965305,2,6,40.67665,-73.95734,2,1,1,0.02,1,0
9966717,2,6,40.67758,-73.93547,2,1,2,0.05,1,0
9967218,2,5,40.68715,-73.96433,1,3,4,0.09,1,0
9967360,1,29,40.77878,-73.95148,2,1,2,0.05,1,0
9968402,1,23,40.70431,-74.0168,1,1,0,0.0,1,0
9969559,1,29,40.76481,-73.95651,1,3,5,0.53,1,0
9969565,1,22,40.80541,-73.96576,1,1,0,0.0,1,0
9969773,2,23,40.66719,-73.98957,1,7,0,0.0,1,0
9970462,1,9,40.72571,-73.98833,1,1,3,0.07,1,0
9970995,2,33,40.72003,-73.94147,2,7,1,0.02,1,0
9971730,1,32,40.73342,-74.00615,1,4,10,0.25,1,0
9973134,1,32,40.73299,-74.00444,1,7,0,0.0,1,0
9973211,4,23,40.77623,-73.91503,1,1,0,0.0,1,0
9973600,1,17,40.76455,-73.98855,1,5,2,0.05,1,0
9973654,1,30,40.7859,-73.9779,2,1,1,0.03,1,0
9973680,2,33,40.70986,-73.95927,2,7,1,0.02,1,0
9973900,2,11,40.64722,-73.95987,2,10,3,0.07,3,0
9975425,1,16,40.82502,-73.95186,1,5,9,0.22,1,0
9975682,2,11,40.6465,-73.96066,2,1,0,0.0,1,0
9976190,1,9,40.72537,-73.99054,1,2,0,0.0,2,0
9976536,2,23,40.64682,-73.98036,1,1,0,0.0,1,0
9976820,1,29,40.76276,-73.96009,2,1,4,0.09,1,0
9976986,1,32,40.73491,-74.00578,1,2,11,0.27,1,49
9977113,1,21,40.75606,-73.97108,2,2,2,0.05,2,0
9977283,1,23,40.71854,-74.00439,2,5,7,0.56,1,6
9977322,1,23,40.71689,-74.00563,2,1,0,0.0,1,0
9978664,2,1,40.68808,-73.9206,2,1,0,0.0,1,0
9979270,1,23,40.75927,-73.98646,1,1,0,0.0,1,0
9984143,1,30,40.7939,-73.9761,1,10,0,0.0,1,0
9987456,1,17,40.76059,-73.99475,2,1,2,0.05,1,0
9987543,2,1,40.68945,-73.94595,2,1,2,0.05,2,0
9988233,4,0,40.76248,-73.91279,1,5,15,0.43,1,0
9988434,2,11,40.64295,-73.96137,1,1,2,0.05,1,0
9989616,4,0,40.76498,-73.91765,2,10,0,0.0,1,0
9989842,1,30,40.78364,-73.97632,1,2,1,0.03,1,0
9990026,1,13,40.73882,-73.9857,1,7,0,0.0,1,0
9990200,2,1,40.68624,-73.94349,2,1,7,0.19,2,8
9990560,2,33,40.70852,-73.94387,2,2,45,1.15,2,245
9991319,1,21,40.74604,-73.98555,1,1,0,0.0,1,0
9992479,1,16,40.83,-73.94299,2,1,1,0.02,1,0
9992525,1,16,40.82362,-73.95063,2,1,7,0.23,2,0
9992743,1,21,40.75199,-73.97193,2,4,0,0.0,1,0
9992903,2,33,40.71532,-73.93951,1,4,38,0.89,1,0
9994304,1,8,40.7933,-73.93424,1,1,48,1.26,3,321
9994765,2,33,40.71841,-73.96389,2,5,7,0.16,2,212
9995077,2,11,40.65134,-73.958,2,1,0,0.0,1,0
9995513,1,20,40.71858,-73.98613,2,1,1,0.02,1,0
9995719,1,9,40.72788,-73.98436,1,1,14,0.33,1,0
9995725,2,33,40.71638,-73.96357,1,3,2,0.05,1,0
9996144,2,33,40.70973,-73.95301,1,4,12,0.29,1,0
9996830,1,22,40.8046,-73.9654,1,1,3,0.07,1,0
9996946,4,0,40.76273,-73.91642,2,2,55,1.28,3,244
9997006,4,23,40.7756,-73.90825,2,1,0,0.0,1,0
9997433,1,9,40.73048,-73.98197,1,5,0,0.0,1,0
9997449,1,3,40.73927,-73.99833,1,1,8,0.19,2,0
9997702,2,2,40.70352,-73.93104,2,1,4,0.09,1,0
9998091,1,4,40.71346,-73.99592,2,1,1,0.02,1,0
9998154,1,9,40.72658,-73.97827,2,1,0,0.0,1,0
9998296,2,6,40.67665,-73.95534,1,3,1,0.03,1,0
9998688,1,17,40.76019,-73.99299,2,3,4,0.09,1,0
9998898,2,1,40.68636,-73.93104,1,4,5,0.12,1,0
9998930,1,30,40.80085,-73.96468,2,6,5,0.12,1,0
9999220,4,19,40.76406,-73.9349,2,5,0,0.0,1,0
9999252,2,1,40.68357,-73.93176,1,1,1,0.02,1,0
9999351,1,29,40.76438,-73.95871,1,3,35,0.82,2,0
9999939,1,30,40.78347,-73.97748,2,2,2,0.05,1,0
10000070,2,11,40.64881,-73.96724,2,2,5,0.12,2,213
10000943,1,30,40.78239,-73.97581,1,2,10,0.25,1,0
10001022,4,0,40.76047,-73.92288,1,1,0,0.0,1,0
10008615,1,16,40.83034,-73.94902,1,2,31,0.72,1,14
10008874,1,31,40.85139,-73.93722,1,6,0,0.0,1,0
10010012,1,31,40.83403,-73.93867,1,1,1,0.03,1,0
10011009,1,30,40.78146,-73.97845,1,5,0,0.0,1,0
10011086,1,16,40.82501,-73.95125,1,3,1,0.03,1,0
10011763,2,2,40.68353,-73.90484,2,1,21,0.5,1,0
10012292,2,33,40.71237,-73.93929,1,2,17,0.4,1,0
10012372,2,33,40.71993,-73.94479,2,1,0,0.0,1,0
10012551,2,33,40.71273,-73.95749,1,1,3,0.07,1,0
10013355,1,20,40.72173,-73.99351,2,3,1,0.02,1,0
10013750,1,20,40.71814,-73.99166,2,10,17,0.46,1,128
10014783,5,23,40.85292,-73.91683,2,2,36,0.96,1,364
10015137,2,26,40.65871,-73.96101,1,1,1,0.02,1,0
10015258,1,30,40.80137,-73.9615,2,3,1,0.03,1,0
10015340,2,33,40.70998,-73.95956,2,1,0,0.0,1,0
10017099,2,33,40.71557,-73.94004,2,1,0,0.0,1,0
10017871,1,23,40.8686,-73.92594,2,2,6,0.5,2,64
10017920,1,9,40.72324,-73.98195,1,1,0,0.0,1,0
10018550,1,10,40.70623,-74.00906,2,1,0,0.0,1,0
10019023,2,6,40.6781,-73.94584,1,3,2,0.05,2,88
10019335,1,16,40.82909,-73.94183,1,5,0,0.0,1,0
10019508,2,2,40.69966,-73.93241,2,2,41,0.96,1,301
10020060,1,32,40.73004,-74.00381,1,1,0,0.0,1,0
10020815,2,5,40.68731,-73.96446,1,6,0,0.0,1,0
10021301,2,6,40.67694,-73.95575,1,2,24,0.57,1,0
10021499,2,33,40.71074,-73.95145,2,1,1,0.02,1,0
10021680,4,23,40.75161,-73.88315,2,2,42,1.04,1,118
10021820,1,15,40.72799,-74.00046,1,1,0,0.0,3,0
10022144,1,21,40.75221,-73.97157,1,2,1,0.02,1,0
10022997,1,30,40.79072,-73.97252,1,3,0,0.0,1,0
10023629,1,17,40.76458,-73.99007,2,1,49,1.7,1,134
10023653,2,1,40.69425,-73.95081,2,1,0,0.0,1,0
10030753,1,20,40.71504,-73.98072,1,1,0,0.0,1,0
10030920,1,13,40.73652,-73.98458,2,4,0,0.0,3,249
10031336,1,29,40.77668,-73.94819,1,3,0,0.0,1,0
10031436,1,20,40.71686,-73.98346,2,4,0,0.0,1,0
10031678,1,4,40.71474,-73.99778,1,5,15,0.61,1,0
10031933,1,29,40.76501,-73.95862,1,1,0,0.0,1,0
10032285,1,22,40.80483,-73.96486,2,1,0,0.0,1,0
10032495,1,30,40.80195,-73.96714,2,5,1,0.02,1,0
10032560,1,8,40.78866,-73.94941,1,3,28,0.65,1,3
10034090,2,33,40.71049,-73.94515,2,1,1,0.02,1,0
10034364,2,33,40.70872,-73.95689,2,5,1,0.02,1,0
10034709,2,2,40.70136,-73.91857,2,6,1,0.02,1,0
10035023,1,29,40.78352,-73.94973,1,3,0,0.0,1,0
10035098,1,30,40.77845,-73.97985,1,2,1,0.02,1,0
10035706,2,1,40.69676,-73.93705,2,10,0,0.0,1,0
10035950,1,23,40.71777,-74.01493,2,4,1,0.02,1,0
10036394,2,1,40.69998,-73.9413,2,1,0,0.0,1,0
10036516,1,8,40.80681,-73.93956,2,3,4,0.09,1,0
10037605,1,3,40.74845,-73.99635,1,4,1,0.02,1,0
10037631,1,23,40.86569,-73.92865,1,1,1,0.02,1,0
10037800,2,14,40.72809,-73.94365,2,3,2,0.06,3,0
10038633,1,8,40.79586,-73.94332,2,1,1,0.02,1,0
10038695,1,9,40.72627,-73.9802,2,5,0,0.0,1,0
10039238,1,9,40.72434,-73.98447,2,3,0,0.0,1,0
10039250,4,23,40.74556,-73.88118,2,2,1,0.02,2,83
10039992,2,33,40.71686,-73.95428,2,5,3,0.07,2,0
10040649,2,14,40.72088,-73.95375,2,5,1,0.02,1,0
10040717,1,23,40.71316,-74.00498,2,4,0,0.0,3,89
10041002,2,5,40.68399,-73.96192,1,5,7,0.16,1,0
10041376,1,17,40.7666,-73.99256,1,7,6,0.14,1,0
10041531,2,1,40.68968,-73.94833,2,2,0,0.0,1,0
10041589,4,23,40.73839,-73.93,2,4,4,0.1,1,25
10043064,1,16,40.82364,-73.94556,1,2,2,0.05,1,0
10049335,2,14,40.73226,-73.95285,2,1,2,0.05,1,0
10049711,1,29,40.76206,-73.95705,2,8,0,0.0,1,0
10049766,2,33,40.71741,-73.95978,2,1,0,0.0,1,0
10050847,2,33,40.71229,-73.96245,2,10,3,0.07,1,0
10052674,2,1,40.69455,-73.95144,1,2,12,0.59,1,332
10053993,1,32,40.73482,-74.00834,1,2,6,0.15,1,0
10054040,4,0,40.76805,-73.90906,1,2,0,0.0,1,0
10054480,1,16,40.82624,-73.9434,2,3,58,1.76,1,0
10054892,2,33,40.71575,-73.94224,1,1,1,0.02,1,0
10054894,1,16,40.82353,-73.93824,2,1,0,0.0,1,0
10055149,1,9,40.72655,-73.97826,1,1,59,1.44,1,307
10055548,1,10,40.70938,-74.01371,1,2,0,0.0,1,0
10055872,2,5,40.69459,-73.96408,2,1,0,0.0,1,0
10056541,2,23,40.66218,-73.98385,1,2,20,0.57,1,0
10058942,1,16,40.82083,-73.95795,2,2,3,0.07,2,0
10058944,1,9,40.7278,-73.98041,2,1,0,0.0,1,0
10059344,1,23,40.71924,-73.99719,1,1,0,0.0,1,0
10059699,1,3,40.73719,-73.99336,1,3,1,0.03,1,0
10065056,1,32,40.73454,-74.00141,1,1,0,0.0,1,0
10065831,2,1,40.68678,-73.95572,2,7,2,0.05,1,0
10067083,1,23,40.72321,-73.99532,1,3,12,0.28,1,0
10067809,2,14,40.72712,-73.95146,1,4,1,0.02,1,0
10067924,1,23,40.72238,-73.99631,1,7,0,0.0,1,0
10067936,2,6,40.67023,-73.95257,1,1,0,0.0,1,0
10068269,2,33,40.71274,-73.94513,2,2,1,0.02,1,0
10068693,2,23,40.68869,-73.98899,1,1,1,0.02,1,0
10069174,2,11,40.65132,-73.95691,1,3,2,0.07,1,0
10069376,2,1,40.6943,-73.9481,2,3,6,0.14,2,0
10069601,2,1,40.69453,-73.94725,2,3,0,0.0,2,0
10069720,2,6,40.67617,-73.95536,1,2,0,0.0,1,0
10069964,2,33,40.71742,-73.95511,1,3,3,0.08,1,0
10070294,2,1,40.68273,-73.94786,2,1,18,0.49,1,65
10070350,1,30,40.7986,-73.96168,1,9,0,0.0,1,0
10070663,1,30,40.79616,-73.97506,2,1,0,0.0,1,0
10071225,2,1,40.68729,-73.95556,2,1,1,0.02,1,0
10071232,1,16,40.82697,-73.95236,1,1,0,0.0,1,0
10071464,1,32,40.73326,-74.00577,2,2,2,0.05,1,0
10072022,1,23,40.72697,-74.00098,1,2,29,1.31,1,177
10072678,2,1,40.68843,-73.94537,1,5,10,0.23,1,64
10073995,2,2,40.68984,-73.91507,2,1,0,0.0,1,0
10074308,2,23,40.6965,-73.98377,2,5,0,0.0,1,0
10076836,1,30,40.7863,-73.97658,1,3,5,0.13,1,0
10080979,1,13,40.73462,-73.98227,1,4,1,0.02,1,0
10082057,2,11,40.63066,-73.96496,2,2,5,0.13,2,358
10083580,2,1,40.69176,-73.94765,2,2,2,0.05,1,0
10083881,1,22,40.80986,-73.95945,1,1,1,0.02,1,0
10084380,2,33,40.71171,-73.96256,1,5,0,0.0,1,0
10085449,1,18,40.73956,-73.98163,2,1,0,0.0,1,0
10087575,1,16,40.82753,-73.94862,1,1,2,0.05,1,0
10087874,2,1,40.68124,-73.9189,2,1,4,0.1,1,0
10088464,1,9,40.73076,-73.98374,2,2,4,0.09,1,0
10089333,1,29,40.76266,-73.95989,1,2,25,0.66,1,0
10091829,2,6,40.67176,-73.95937,2,1,0,0.0,1,0
10096707,2,14,40.72034,-73.95478,1,2,18,0.42,1,0
10096773,1,3,40.74577,-74.00074,1,2,1,0.02,1,0
10098890,2,33,40.71119,-73.96515,1,1,0,0.0,1,0
10098921,2,1,40.68666,-73.94739,2,1,1,0.05,2,365
10099080,2,2,40.70348,-73.91477,2,1,0,0.0,1,0
10099517,1,23,40.76947,-73.94303,2,1,1,0.02,2,0
10099859,4,23,40.74856,-73.88906,1,1,0,0.0,1,0
10100121,1,3,40.74201,-74.00325,1,4,55,1.29,1,161
10100512,2,23,40.62391,-73.96146,2,1,0,0.0,1,0
10100799,2,24,40.67622,-73.97953,1,2,7,0.2,1,0
10101013,1,9,40.7271,-73.99092,1,2,0,0.0,1,0
10101148,4,23,40.74181,-73.90783,2,1,0,0.0,1,0
10101358,1,9,40.72597,-73.9838,2,2,0,0.0,1,0
10101791,1,31,40.85064,-73.93833,2,1,1,0.02,1,0
10102206,2,6,40.67114,-73.93561,3,1,0,0.0,1,0
10102792,2,14,40.73321,-73.9561,2,2,0,0.0,1,0
10104123,1,9,40.73061,-73.98335,2,2,51,1.19,3,4
10104130,2,6,40.67418,-73.95958,2,1,4,0.09,1,0
10104806,2,2,40.69802,-73.91472,2,1,0,0.0,3,0
10105110,1,15,40.73009,-73.99965,1,5,1,0.02,1,0
10105477,1,17,40.76407,-73.98579,2,6,36,0.84,2,0
10105606,1,30,40.77836,-73.9822,1,2,51,1.19,1,11
10106530,2,6,40.6774,-73.94726,1,2,6,0.14,1,0
10113787,1,23,40.72485,-74.00254,1,1,1,0.02,1,0
10114830,1,30,40.78778,-73.97498,1,3,0,0.0,1,0
10115193,1,20,40.71886,-73.98881,2,1,0,0.0,1,0
10115542,1,18,40.74091,-73.98271,1,1,3,0.07,1,0
10115781,2,33,40.71276,-73.963,2,1,2,0.05,1,0
10116081,1,21,40.75939,-73.96949,1,1,0,0.0,1,0
10116351,1,29,40.76427,-73.962,1,1,5,0.12,1,0
10116619,2,23,40.68485,-73.9819,2,3,2,0.05,1,0
10116734,1,29,40.75979,-73.96079,1,1,42,1.06,1,357
10117223,2,2,40.68539,-73.9092,2,3,2,0.06,1,0
10117624,2,33,40.72097,-73.9548,1,1,0,0.0,1,0
10117636,2,33,40.71975,-73.95964,2,2,15,0.35,1,0
10118847,1,31,40.83871,-73.9468,2,3,49,1.28,1,275
10120021,1,9,40.73046,-73.98643,1,7,1,0.02,1,0
10120414,1,20,40.72063,-73.98944,1,3,0,0.0,1,0
10122449,1,3,40.74441,-73.99915,1,4,11,0.35,1,0
10125213,1,8,40.80197,-73.93888,2,1,0,0.0,1,0
10125955,2,33,40.70987,-73.95392,2,4,16,0.46,1,10
10126128,1,31,40.83379,-73.94141,3,1,20,0.47,3,324
10127534,1,32,40.73182,-74.01,1,4,4,0.1,1,0
10132356,1,16,40.80926,-73.95455,1,3,25,1.2,1,22
10133195,4,23,40.74157,-73.88389,2,4,1,0.02,1,0
10133350,1,29,40.7664,-73.95854,1,2,9,0.24,1,0
10133534,1,20,40.7178,-73.98504,3,2,4,0.11,1,0
10134285,1,4,40.71615,-73.99539,2,1,42,0.98,1,0
10134298,1,13,40.73375,-73.98474,2,1,2,0.06,2,0
10134557,1,9,40.72423,-73.98327,3,5,0,0.0,3,0
10136508,4,23,40.77575,-73.91419,2,1,27,0.75,1,16
10136634,2,14,40.72308,-73.95071,2,1,0,0.0,1,0
10136994,1,9,40.72435,-73.98461,1,2,6,0.14,1,0
10137048,1,30,40.7937,-73.9652,1,1,0,0.0,1,0
10138349,2,23,40.68358,-73.98127,2,7,11,0.42,1,98
10138870,1,23,40.72148,-73.99581,2,2,44,1.03,1,35
10138996,2,1,40.69503,-73.94986,2,1,1,0.02,1,0
10143705,1,9,40.72747,-73.98833,1,5,2,0.05,1,0
10148201,1,9,40.72888,-73.98496,2,3,17,0.4,2,43
10148581,1,3,40.7456,-73.99852,2,2,2,0.06,1,0
10148955,2,5,40.68142,-73.95889,1,1,3,0.07,1,0
10149393,1,17,40.76374,-73.98872,1,3,1,0.02,1,0
10153654,1,9,40.72774,-73.98211,2,2,3,0.07,1,0
10154138,1,32,40.73713,-74.00358,1,3,1,0.02,1,0
10154444,2,33,40.71275,-73.94299,1,3,2,0.05,3,0
10154702,1,21,40.75763,-73.96359,2,7,4,0.09,1,0
10154762,1,30,40.79637,-73.96996,3,1,55,1.34,2,0
10156290,1,20,40.7191,-73.98812,1,1,9,0.21,1,0
10156314,1,9,40.72314,-73.9797,2,1,1,0.03,2,0
10156441,1,8,40.79739,-73.94054,1,1,0,0.0,1,0
10156574,1,10,40.70524,-74.01278,1,5,6,0.15,1,208
10157256,1,13,40.73618,-73.9833,1,2,47,2.15,1,89
10161361,4,23,40.75658,-73.86807,2,1,0,0.0,1,0
10162752,2,2,40.70491,-73.92367,1,4,3,0.07,1,0
10163240,1,22,40.80348,-73.9632,2,1,1,0.02,1,0
10163617,2,1,40.69145,-73.93536,1,2,1,0.03,1,0
10165410,2,2,40.69392,-73.92262,2,1,3,0.07,1,0
10166883,1,8,40.79805,-73.93943,1,4,24,0.56,2,3
10166986,2,33,40.71552,-73.93869,1,5,1,0.02,1,0
10167436,2,33,40.7075,-73.94055,2,1,29,0.77,3,0
10171782,1,16,40.82914,-73.94254,2,2,11,0.28,1,0
10172621,5,23,40.85592,-73.86743,1,7,0,0.0,1,0
10173750,2,1,40.69143,-73.93444,2,1,0,0.0,1,0
10174245,1,30,40.79958,-73.96403,2,1,0,0.0,1,0
10175187,2,6,40.67851,-73.95566,2,3,0,0.0,1,0
10175678,2,33,40.71367,-73.94228,2,2,7,0.17,1,0
10176552,4,0,40.76722,-73.92203,1,3,44,1.03,1,0
10177726,2,33,40.70512,-73.94347,2,1,1,0.02,1,0
10184162,2,33,40.71215,-73.95801,2,2,0,0.0,1,0
10185960,2,23,40.67875,-73.99599,1,3,9,0.21,1,0
10186787,2,33,40.70352,-73.93798,2,7,1,0.02,1,0
10186876,1,20,40.71757,-73.99028,2,5,1,0.02,1,0
10191601,4,0,40.76951,-73.93077,1,2,26,0.64,1,0
10192898,1,32,40.7344,-74.00262,2,1,0,0.0,1,0
10193343,1,8,40.794,-73.94585,1,2,6,0.14,1,0
10193392,1,23,40.76882,-73.94315,2,1,7,0.19,2,0
10200715,2,25,40.68007,-73.97317,1,2,12,0.28,1,0
10201295,2,1,40.6945,-73.94273,2,2,3,0.09,2,316
10202835,2,2,40.69387,-73.92666,2,3,33,0.78,1,0
10204682,1,29,40.77791,-73.95362,1,3,22,0.83,2,273
10205011,2,23,40.62586,-73.98079,1,5,33,0.81,1,27
10205130,1,8,40.80107,-73.93656,1,2,59,1.47,1,185
10207451,2,11,40.63267,-73.96199,2,2,6,0.22,1,178
10208954,4,23,40.72946,-73.8075,2,2,16,0.46,1,0
10209278,1,17,40.7631,-73.98753,1,1,0,0.0,1,0
10209973,1,9,40.73008,-73.98996,2,4,8,0.19,3,0
10210556,1,3,40.74729,-73.99107,2,1,0,0.0,1,0
10211452,2,1,40.68851,-73.95151,2,5,0,0.0,1,0
10222008,1,9,40.73133,-73.98747,1,3,1,0.02,1,0
10224557,2,26,40.65568,-73.95892,2,1,0,0.0,1,0
10224832,4,23,40.7492,-73.78445,2,1,3,0.3,1,87
10226511,1,13,40.73728,-73.9842,2,1,0,0.0,1,0
10228901,1,20,40.71334,-73.98575,2,1,0,0.0,1,0
10229075,1,18,40.74443,-73.97949,1,3,2,0.05,1,0
10229444,4,0,40.7662,-73.92027,2,2,9,0.24,1,358
10230403,4,23,40.65108,-73.73402,2,2,9,0.23,1,87
10231620,1,17,40.76124,-73.98897,1,2,0,0.0,1,0
10232344,1,23,40.74666,-73.97847,1,1,0,0.0,1,0
10232553,2,33,40.71742,-73.95847,1,1,58,1.36,2,287
10233048,1,17,40.76166,-73.99197,2,1,0,0.0,1,0
10233244,2,6,40.66671,-73.94981,2,5,16,0.4,2,38
10234090,2,28,40.6642,-73.99371,1,5,1,0.02,3,365
10234232,2,2,40.69675,-73.92964,2,4,6,0.14,1,0
10234437,2,33,40.71523,-73.95503,1,3,0,0.0,1,0
10241876,2,33,40.70635,-73.95175,2,2,0,0.0,2,0
10242095,2,33,40.70154,-73.94759,2,3,26,0.68,1,1
10244467,2,11,40.63177,-73.96341,2,2,0,0.0,1,0
10244876,1,16,40.81052,-73.94008,2,2,0,0.0,1,0
10245677,1,17,40.76214,-73.98985,2,1,0,0.0,1,0
10246816,2,23,40.66622,-73.98357,2,5,1,0.08,1,0
